Transaction ID,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,fraudulent,Hour,Day,Month,Year
00dd618c-2382-462d-88c5-869eb096094f,Eshani Bail,5552406857@okybl,Kabir Wagle,7164137631@okybl,6305.8,SUCCESS,0,16,6,6,2024
9a986a12-b24f-4269-9ec8-5b4c73212d05,Prisha Hora,6719880414@okaxis,Krish Toor,1855834514@okybl,5564.58,FAILED,1,0,25,6,2024
ea5862f0-0edf-4490-976a-958e9799a21c,Eshani Ram,3559104422@okicici,Dhanush Tailor,2606165966@okhdfcbank,262.72,SUCCESS,0,4,24,6,2024
299a7bf0-12e0-4f32-85bd-ae7f4ac7af90,Nitara Yogi,6536690172@okhdfcbank,Nitya Balay,8821754441@okicici,151.42,FAILED,1,22,7,6,2024
c03ec1e5-e536-43b4-bf71-71fa84fc4b91,Raunak Jaggi,4135909907@oksbi,Neysa Salvi,1977155980@okicici,3787.73,FAILED,1,14,20,6,2024
7eddc148-8755-4901-b31d-8ba5ee895860,Rati Sawhney,0595448518@oksbi,Drishya Bava,8231626532@okybl,2675.65,SUCCESS,0,3,1,7,2024
46982aee-d402-46bd-96f1-2a181bdd9e78,Samaira Mand,4726181930@okicici,Eva Chander,6348447507@okicici,5770.18,SUCCESS,0,0,24,6,2024
6f4d28fd-cb6e-465e-8b18-225b2e743da9,Anika Deep,5289057366@okicici,Anya Rege,6677358228@okicici,1368.23,FAILED,1,0,25,6,2024
94aa141e-9f72-44e6-a89c-b18cac10ad48,Anika Keer,8216661258@okybl,Samiha Aurora,2394946306@okaxis,9755.14,FAILED,1,13,17,6,2024
96a6ad56-a9ed-4846-aca4-8ec1b347e36c,Jivika Som,3366114259@okhdfcbank,Kashvi Trivedi,4763420675@okybl,9793.67,SUCCESS,0,21,25,6,2024
f71fe071-6e1b-451a-b920-01bd3269e671,Fateh Baria,7347638593@okaxis,Stuvan Dugar,2601378232@okhdfcbank,8711.28,SUCCESS,0,2,8,6,2024
9c2b53dc-67ad-42e7-8e9a-c820ebbff436,Jiya Doctor,0127000399@oksbi,Anika Sabharwal,5259795433@okicici,3834.76,FAILED,1,16,15,6,2024
8e0d1d4b-19cb-4cc2-9e31-add15e2cb1c3,Siya Devan,5170820251@okaxis,Uthkarsh Din,2263280899@okicici,6623.49,FAILED,1,20,13,6,2024
b637de05-3938-4237-aecf-aa84b48d7241,Kaira Tak,4023006701@okhdfcbank,Aarna Ramakrishnan,5362362942@okhdfcbank,3511.64,FAILED,1,17,25,6,2024
edfe1019-862d-449e-b182-67b5456859f2,Aniruddh Bal,0667745276@oksbi,Oorja Jaggi,3451825630@oksbi,6323.06,FAILED,1,21,20,6,2024
507094df-3626-4c20-8de8-a301d7ce4d3d,Anahita Korpal,7024829873@okicici,Pihu Kothari,1794447656@oksbi,8617.89,SUCCESS,0,17,9,6,2024
020c2eb7-8f47-454a-9b02-14ba21afeb3c,Samaira Reddy,9502175475@okhdfcbank,Sana Gopal,6953227403@okybl,741.65,FAILED,1,13,2,7,2024
fbc3e382-39c5-4e65-bf1d-9ab5a5e2a22e,Nirvaan Din,8202041700@okicici,Hrishita Chhabra,9092430046@okhdfcbank,7737.8,SUCCESS,0,20,10,6,2024
351140eb-618d-4c98-8e30-a04080ff5feb,Navya Ahuja,0338057199@okaxis,Lakshit Deep,7312106291@oksbi,6830.86,SUCCESS,0,15,25,6,2024
c4511220-49c6-4e80-8cd5-5b8d722f03f4,Lakshit Bose,6762449395@oksbi,Kaira Deep,5028907887@okybl,1910.8,FAILED,1,14,7,6,2024
b0cf870b-a20c-461a-9d2a-455359322843,Piya Sastry,4949474592@okicici,Heer Kota,8131781148@okybl,5836.82,FAILED,1,7,27,6,2024
4bdc26b9-eca0-440e-b07a-7e81347708a7,Emir Choudhry,1796945527@okicici,Pihu Das,8813153259@oksbi,6197.11,SUCCESS,0,14,18,6,2024
bc2a5de0-7d21-4e1e-89b1-5d94d8e4b62c,Dhanush Madan,2010411304@oksbi,Neysa Bava,2868591206@okicici,1074.51,FAILED,1,15,13,6,2024
90b95e21-1dae-49f4-8405-06c5240dcc6c,Divyansh Borah,0435674353@oksbi,Jiya Bath,8834991115@okhdfcbank,8050.72,SUCCESS,0,10,13,6,2024
3a4d633d-cd06-492f-b37e-963586066bec,Inaaya  Varty,8146280285@okaxis,Jivin Dalal,8961344174@okicici,221.98,FAILED,1,13,7,6,2024
ca065f7d-ae2c-4204-a32c-249c41e1aa69,Ryan Bedi,2866914767@okicici,Umang Anand,7874067075@okicici,5022.11,FAILED,1,3,16,6,2024
4a2e05a1-c027-4702-92a2-27e6a3e90f55,Miraan Chandra,1695726240@okicici,Eva Lanka,3382655406@okicici,6856.11,SUCCESS,0,20,13,6,2024
25eaa6a5-0912-4020-9035-cd7d5e219ab2,Priyansh Chander,9314080901@okicici,Nakul Kulkarni,5127520047@okhdfcbank,4980.77,SUCCESS,0,14,24,6,2024
8d02f5f4-6e44-46cc-8584-a488ec7cd107,Yakshit Bassi,9921173846@okicici,Anika Ratti,5917762045@oksbi,7464.16,FAILED,1,18,27,6,2024
0649b38d-ca15-42e1-8aea-8eeb9f756add,Romil Dass,3207700266@okicici,Jivika Kale,3996712743@okhdfcbank,8014.57,FAILED,1,22,16,6,2024
7008ac2a-1431-44c4-b74d-33170bc1ef33,Nakul Dua,0860119156@okybl,Adah Bhattacharyya,2791182532@oksbi,1343.35,FAILED,1,2,15,6,2024
a8770c63-849d-46e4-8bf6-8eadd45443bd,Nirvaan Kakar,3123033891@okaxis,Hiran Bumb,2979772891@okaxis,7122.86,SUCCESS,0,19,17,6,2024
0300f013-05e6-4dee-8db5-c7f6a2283dec,Dishani Walia,4003625325@okicici,Siya Guha,6207596906@okaxis,448.56,SUCCESS,0,6,29,6,2024
c632fbd3-a704-4c17-83c3-286b9f2b654f,Pari Wali,2482117648@okhdfcbank,Aarush Sheth,3790430860@okhdfcbank,2968.77,FAILED,1,23,20,6,2024
8ca79409-a93b-48be-8e66-e5baf2308530,Ehsaan Mammen,4144374197@oksbi,Hansh Hayre,1934429761@oksbi,1604.4,SUCCESS,0,5,30,6,2024
504019fd-d27f-4f15-881a-cd26e43b7df0,Sana Chaudry,7369869661@okybl,Mohanlal Hora,4309441350@okhdfcbank,7631.07,SUCCESS,0,7,25,6,2024
d9c5a2b5-19da-4814-b9ad-923d9d6455e4,Biju Bhatt,4674744646@oksbi,Shlok Swaminathan,5125835198@okhdfcbank,8463.55,FAILED,1,12,6,6,2024
13cb6a98-36ed-4899-8c83-d45c1d7e9bd4,Pari Brar,8364293331@okhdfcbank,Khushi Dar,2618629592@okaxis,650.68,FAILED,1,17,8,6,2024
8fa59587-712d-41d8-b359-cd7e2efc5d29,Neysa Kapur,0994880172@okaxis,Rhea Agate,5643595252@okhdfcbank,7191.47,SUCCESS,0,9,6,6,2024
207db252-0d2f-441a-b8f0-df2e87dc19db,Ira Walia,4487535719@okicici,Hrishita Krishna,2162671574@oksbi,7089.01,SUCCESS,0,15,2,7,2024
06b1f88e-c7a2-4031-8ebd-d1439726d458,Farhan Mani,7837068615@okicici,Elakshi Manne,3251417319@okybl,3798.52,SUCCESS,0,10,3,7,2024
0d6cd39b-1d52-4cc9-9b2c-180e5b34ca1c,Dhanush Goda,3662059415@okhdfcbank,Himmat Dutta,6736027066@okybl,8751.31,FAILED,1,19,18,6,2024
3954bf61-e16e-4735-a15b-426b0f4c88ce,Tarini Vasa,1822603780@okybl,Amani Shah,5952291478@okhdfcbank,1747.0,SUCCESS,0,6,19,6,2024
ab1cae2c-504f-4282-ba1d-7952c40e54ae,Suhana Kurian,0938147344@oksbi,Gokul Sani,3441598165@okybl,7569.06,FAILED,1,4,17,6,2024
8b332692-e042-45ac-89c6-222a3e0e2bd3,Indrans Dyal,9591595004@okybl,Nakul Sama,1500832688@okhdfcbank,7065.82,SUCCESS,0,18,25,6,2024
81bdc504-a929-403c-9ebc-bf9c71418535,Aaina Andra,9783294548@okhdfcbank,Ishaan Krishna,4311964794@okaxis,3071.35,SUCCESS,0,14,3,7,2024
2795845f-4c8a-4eda-b751-1b1390b1a5d9,Myra Bedi,6303697861@okybl,Dhruv Uppal,2126604736@okaxis,788.3,FAILED,1,2,2,7,2024
3a5ac2ac-d21c-40ce-b58a-da455d0a9c1e,Aradhya Sachdev,4787766985@okhdfcbank,Hrishita Taneja,4037739958@okybl,2426.7,FAILED,1,21,1,7,2024
b2f5bef5-9240-48fb-93a7-30d4fb88c416,Yuvaan Koshy,0217532579@okicici,Raunak Chawla,2832979249@okhdfcbank,2271.9,SUCCESS,0,7,21,6,2024
ac374b95-11f3-43b9-b5b6-ee5b27978698,Mehul Dhar,1053313632@oksbi,Indranil Doshi,5030835660@okaxis,5879.78,FAILED,1,5,10,6,2024
85e0f446-4b1d-4fc4-bf42-10f57181d708,Vihaan Setty,8268517755@oksbi,Gokul Sinha,8353826460@okicici,2059.63,FAILED,1,11,23,6,2024
d89bd33a-b4da-4e62-80a8-0b543d222fd1,Siya Shankar,9562962210@okybl,Hunar Sarma,6456631898@okicici,4949.15,FAILED,1,11,10,6,2024
21097a39-ae4c-4a6d-8ccd-7a173adb87a8,Baiju Koshy,5292375456@okicici,Jayesh Koshy,6993379426@okaxis,6319.05,SUCCESS,0,22,22,6,2024
f169fc71-37f6-43f8-9c53-92f070bc7779,Alia Tella,8662907843@oksbi,Jhanvi Zacharia,3104160475@okicici,1219.14,FAILED,1,16,22,6,2024
4a4da92f-486e-48d1-ab67-5254b50b505f,Heer Konda,6646445190@okhdfcbank,Ehsaan Ganesan,3971282148@okhdfcbank,6052.45,FAILED,1,20,14,6,2024
3f9dae6e-48b2-435e-bcdb-6221eab19e65,Diya Halder,4253085716@okhdfcbank,Samarth Ramaswamy,1637805486@okybl,8454.42,SUCCESS,0,14,20,6,2024
406fb492-466e-4cac-8d67-d4eaf7b3d915,Shlok Venkatesh,6974762717@okhdfcbank,Vritika Balan,3635216656@okhdfcbank,8796.55,FAILED,1,4,4,6,2024
9d2b9c6d-25f8-442b-8981-0e732cfb1915,Ira Chand,7627729176@okhdfcbank,Jivika Chaudhary,3639986231@okicici,2999.5,SUCCESS,0,23,24,6,2024
133cef16-1642-4ed7-924a-c41c074d5419,Kashvi Shah,4076441660@oksbi,Azad Desai,6903315269@okaxis,5568.29,SUCCESS,0,9,11,6,2024
99a4394e-db60-491c-a56b-2efb3106ece8,Siya Ramaswamy,4696217142@okaxis,Arhaan Rout,4839529506@okhdfcbank,2301.23,SUCCESS,0,17,24,6,2024
6cb4a0b3-6af4-43a7-b836-9b8c00dd494a,Lakshay Bahri,8020727352@okaxis,Anahita Atwal,4384753932@oksbi,665.41,FAILED,1,13,23,6,2024
6f5d1428-4ca9-42a1-9017-f241f403e465,Chirag Khare,9491780895@okicici,Nakul Gera,2336269924@okaxis,9250.92,FAILED,1,9,17,6,2024
6dd53d45-55e2-4cb8-b2e6-3a46c9faee0b,Piya Gopal,4418847643@okicici,Pari Thakkar,7137733360@oksbi,270.33,FAILED,1,18,5,6,2024
02ac8a64-0f67-4b56-94d7-9e58bdcb83d9,Miraan Uppal,6989478043@okicici,Pihu Kurian,7980965709@okhdfcbank,2534.04,FAILED,1,18,29,6,2024
9d214c29-e395-4183-8052-f54b1e252cc6,Emir Setty,3833152647@okaxis,Aarush Sani,3821796864@okybl,5872.59,SUCCESS,0,0,10,6,2024
d8e85dc4-2f2d-4453-991c-dc0ef8191c1d,Jayan Sahota,1254305403@okaxis,Aarna Srinivas,5033200366@okhdfcbank,2745.97,FAILED,1,5,22,6,2024
5c74bcc3-f6b4-4061-9696-fde048d941ba,Zoya Sur,8420061883@okicici,Vardaniya Bhatnagar,4330002449@oksbi,5307.77,SUCCESS,0,6,8,6,2024
68fb37fb-289e-4339-986c-3ab0a8b57f2e,Fateh Chaudhary,3561474796@okicici,Samaira Goyal,8061409294@oksbi,9666.66,SUCCESS,0,17,25,6,2024
84570911-ef8f-4461-a11e-d6343f444b7e,Suhana Ramesh,1532341750@okybl,Armaan Chad,1277568868@okaxis,1115.52,SUCCESS,0,12,30,6,2024
b4372c4b-ec51-4d85-b46a-7793f6fbd6ec,Kimaya Sen,9807357076@oksbi,Bhamini Shan,8991734880@oksbi,3561.43,FAILED,1,5,7,6,2024
d52eb3f2-98ec-4f15-a198-b71237f32969,Romil Singhal,3871954853@okybl,Yashvi Hegde,9660715210@oksbi,359.81,SUCCESS,0,8,10,6,2024
1d69131f-bb5e-4ae6-8677-a8794b4e8cf8,Ritvik Chaudhary,4564417246@okaxis,Saanvi Sampath,9526744143@okaxis,4200.45,SUCCESS,0,4,16,6,2024
dbc9303f-ade0-4881-aa81-d41439febb86,Shanaya Varghese,8832843407@okaxis,Anahi Savant,9276585447@okybl,7277.49,FAILED,1,3,19,6,2024
507121d6-d581-49cc-afd7-149a86d29716,Anya Bhatnagar,2665817032@okybl,Akarsh Jaggi,1176383390@okaxis,6665.93,SUCCESS,0,11,15,6,2024
88225b41-971b-4f64-b536-80a805a4c9e3,Sahil Gill,2808413224@okicici,Eva Srinivasan,0205786522@okicici,8073.56,FAILED,1,17,10,6,2024
f4c78e82-66c1-487a-8b4c-c50a764ddab0,Rasha Desai,4700795962@okybl,Krish Sant,6066474461@okhdfcbank,2769.12,FAILED,1,2,29,6,2024
fa8da4d7-2fd6-4ac8-bbda-37864dbef080,Ishita Trivedi,6143115426@okaxis,Tanya Rau,5031442088@oksbi,9375.48,SUCCESS,0,9,21,6,2024
5396964d-8ed8-47a0-9b63-b25f4e49c95d,Madhup Sinha,0696082614@okhdfcbank,Advik Ramanathan,1797289978@okaxis,1994.68,FAILED,1,4,17,6,2024
0dee90fa-11e1-4a76-807e-4b7b84c2b595,Krish Sampath,2372925137@okhdfcbank,Devansh Deo,5258816270@oksbi,4238.12,FAILED,1,14,30,6,2024
d6925c0f-d326-44c5-a14b-83e320d907fb,Krish Balan,0797407174@okybl,Prisha Din,7753426454@okybl,3897.47,SUCCESS,0,11,4,6,2024
9cc100a3-1bfe-447c-8841-8a21ad1f85d0,Tejas Khosla,3977158112@okaxis,Sara Borah,0723912802@okybl,7197.01,FAILED,1,0,18,6,2024
6583c3b2-ed78-488a-9500-fc80e6e396e5,Stuvan Maharaj,9482317970@oksbi,Ayesha Gala,7025435456@okaxis,8526.15,SUCCESS,0,2,3,7,2024
3f3289bc-e898-4d1b-95f0-1a8dffcca5e3,Zeeshan Chaudhari,8073467732@okicici,Umang Sen,5273892650@okhdfcbank,5354.88,SUCCESS,0,17,1,7,2024
6f001ec6-fea1-4981-9cd0-d5dec5f615cb,Fateh Saha,9298362773@okicici,Hridaan Jaggi,4119467709@oksbi,2180.93,FAILED,1,3,2,7,2024
fc0d5b67-4bcc-4e51-ae2f-e52f2b95ce87,Vritika Jain,0046071051@oksbi,Sara Bhatti,9129540262@oksbi,6242.22,SUCCESS,0,10,14,6,2024
9707d0c5-c1a4-4d64-80b5-d56838682aa1,Piya Desai,6576036219@oksbi,Divit Ben,1134818251@okhdfcbank,4536.07,FAILED,1,9,3,7,2024
823469c7-4370-4da0-9cad-8d201e7dabeb,Amani Ratta,1572724981@oksbi,Samiha Mangat,1762863610@okaxis,1161.01,SUCCESS,0,8,15,6,2024
82d8cf1e-56d5-44af-9503-e77736c780eb,Aarna Kulkarni,2827618869@okybl,Rohan Aurora,8546905989@okybl,1091.72,FAILED,1,5,22,6,2024
e912e5ef-148e-48b0-94d2-5e32e616b3f5,Divyansh Salvi,8866347349@okhdfcbank,Jayesh Sekhon,8812816614@okybl,1804.18,FAILED,1,13,21,6,2024
77d3c4a2-459c-4f0c-8135-3da7aa66c39c,Sana Walia,2283469699@okicici,Misha Mander,6172377935@okicici,116.07,FAILED,1,21,20,6,2024
f600aa3e-ba93-4c8e-ba9f-2ee8cace4bf5,Divit Walia,5092413326@okaxis,Anahi Dube,8579034781@okaxis,2752.33,SUCCESS,0,13,24,6,2024
1750c2be-f969-4de7-8f16-eb948a25f4a3,Ritvik Srinivasan,7108491641@okicici,Ritvik Bera,6283009447@okicici,2158.04,SUCCESS,0,14,26,6,2024
b6b2d71d-51f8-49b4-a63b-c3ff1f00240d,Reyansh Doshi,1400702301@okhdfcbank,Saksham Talwar,7070706473@okybl,7002.2,SUCCESS,0,1,13,6,2024
c6cd757d-c369-470f-8134-7def15175e1f,Uthkarsh Behl,8961412111@okaxis,Madhup Dugal,6779473865@oksbi,2123.29,FAILED,1,0,9,6,2024
9001cae7-62e0-437e-8be1-44711d2df846,Kabir Mander,5129776577@okybl,Aradhya Ramakrishnan,2316974115@okhdfcbank,1734.06,FAILED,1,11,17,6,2024
47c3e0ae-eb07-4046-b611-8ac354e2682c,Trisha Uppal,2839704392@oksbi,Ira Yohannan,4635968378@oksbi,2062.22,FAILED,1,19,20,6,2024
fd0468d4-cfb4-4e40-b058-e2b190628074,Urvi Kapoor,7932416816@okaxis,Lakshit Dyal,1419381216@okaxis,6910.83,FAILED,1,22,1,7,2024
1a289527-7bf9-4034-927c-e61624ceb3ae,Samaira Ray,8823208186@oksbi,Vaibhav Bhasin,2513772192@okhdfcbank,2453.56,SUCCESS,0,22,2,7,2024
e688e069-9560-466f-857d-0a21991eea52,Shaan Gade,7279822294@okaxis,Romil Mani,8999229496@okicici,6679.23,FAILED,1,19,21,6,2024
e141dadc-0a32-439d-b411-3666007cfbb6,Sumer Barad,5294559147@oksbi,Kiara Gala,0553260273@okybl,2331.27,SUCCESS,0,20,20,6,2024
26802397-e0ce-4c56-89cf-004e5d50785a,Raunak Buch,8857101383@okhdfcbank,Azad Doctor,1942611767@okybl,3454.06,SUCCESS,0,9,27,6,2024
8fb30c44-8411-4ada-a7e0-0c45c71eced0,Vaibhav Choudhary,0495028936@okybl,Mamooty Chand,7492419654@okicici,8429.67,FAILED,1,7,28,6,2024
4099b9a7-f934-4911-92bd-bcb6811794dc,Tanya Soman,4574184542@okaxis,Amira Gopal,2288324828@okaxis,2131.08,SUCCESS,0,12,4,6,2024
79770bd3-0359-4311-9079-a80cd4dde353,Anvi Raman,6563486398@okaxis,Divit Shukla,7136498363@okybl,4629.99,SUCCESS,0,7,12,6,2024
e9788dca-ef61-423b-8281-00eeac9bdb07,Trisha Lalla,5325463977@okaxis,Jivin Raj,1931549355@oksbi,6538.1,FAILED,1,3,12,6,2024
cfca6a11-2709-46f2-b010-b696da0b6fd7,Ojas Butala,6697865890@oksbi,Shayak Mani,4227912202@okaxis,9357.05,SUCCESS,0,9,1,7,2024
7e493fae-3fe6-4e96-9f2a-59668044979b,Kanav Bhardwaj,8057330920@oksbi,Saanvi Keer,4047387614@okaxis,4466.89,SUCCESS,0,20,7,6,2024
d4a65349-af70-4fa1-9a5c-dadf31e0cd81,Ritvik Sundaram,4786038005@okybl,Fateh Dua,8504430765@oksbi,5679.21,FAILED,1,9,25,6,2024
6d70690e-9c67-4ff8-a482-c12f4540d96e,Bhavin Chandran,4795110226@okhdfcbank,Kismat Devi,3815146081@okicici,5437.71,FAILED,1,1,13,6,2024
3206d05c-e9cd-4d6f-ab22-81eb54b2d1ce,Aayush Bakshi,9785860828@oksbi,Keya Gokhale,5089047536@oksbi,3127.76,SUCCESS,0,8,23,6,2024
8387d8a8-add2-415e-98cf-0b5f2666dc31,Anya Acharya,5540268570@okaxis,Nehmat Borah,3864932168@okaxis,9219.33,FAILED,1,23,10,6,2024
273b1720-4d3a-4834-bce8-406ae4dc69c4,Drishya Kala,9916283476@okicici,Ira Bora,7645031745@oksbi,9356.28,FAILED,1,0,29,6,2024
bde1d24a-23fd-44a9-b441-1883e1492489,Yuvaan Gopal,0623234423@okhdfcbank,Shalv Dyal,2236913766@okaxis,2581.32,FAILED,1,16,29,6,2024
01eb623a-e640-499e-8323-2683a154544c,Adah Karpe,6552711173@okicici,Yuvraj  Rajagopal,2269044243@okybl,8788.31,SUCCESS,0,7,18,6,2024
36cc5d6f-ca90-42fe-90b5-916c8be7cd27,Advika Sidhu,9321577036@okaxis,Vedika Khatri,2435226563@okicici,3144.63,FAILED,1,15,16,6,2024
34e409c2-275b-44b4-8f61-2b719b673f6f,Charvi Dewan,0445016565@okicici,Rohan Choudhury,2295243313@oksbi,2944.21,FAILED,1,15,28,6,2024
56e2e6d7-1f8a-4a04-acec-1363e33dd2d3,Anvi Ahuja,4057683883@okhdfcbank,Azad Deo,7863224276@okhdfcbank,6164.7,FAILED,1,3,4,6,2024
f52158ab-f8d6-4f42-aac6-d45462caca32,Anahi Choudhary,2405639960@oksbi,Umang Dixit,8058729117@okybl,462.63,FAILED,1,6,29,6,2024
8225eda3-2dc3-49e3-9a87-fb58e67fd99c,Riaan Chacko,5325265347@okaxis,Eva Sehgal,9617239363@okicici,552.79,SUCCESS,0,23,19,6,2024
8c1bc88f-242c-44f0-b02a-254d66949ed6,Gokul Brahmbhatt,2705878601@oksbi,Ehsaan Bhakta,9334092753@okaxis,2071.77,SUCCESS,0,2,22,6,2024
c8e0093e-01fa-4c97-81c0-c0fd966a5f8f,Romil Jain,6623476068@okaxis,Tara Kulkarni,7740784974@oksbi,5972.06,SUCCESS,0,18,9,6,2024
dcf5b4d8-2e37-4717-a88e-57e3690b56ec,Ela Lalla,6668016319@okicici,Pihu Samra,5801358491@okybl,2548.69,FAILED,1,15,6,6,2024
bbbdaf03-669f-476b-9304-69a95655f235,Eva Solanki,8609313801@okaxis,Yasmin Swaminathan,6524879932@okicici,5216.49,FAILED,1,20,2,7,2024
c3452731-66ff-4696-a51f-9ee84da81e4d,Hansh Dugar,2754359134@okybl,Uthkarsh Bhavsar,3982896041@okybl,9037.12,FAILED,1,8,7,6,2024
b69548af-727b-4d2f-88ea-ef7a811a3ec5,Yuvraj  Chana,7870974702@okaxis,Dishani Virk,4978907652@oksbi,2091.29,SUCCESS,0,11,17,6,2024
71c23a65-1fee-4216-8683-5709a41f942b,Kartik Sharaf,4801340698@okybl,Mehul Lall,6361286840@okhdfcbank,8609.82,FAILED,1,10,5,6,2024
df002d0c-1de6-4906-8853-f3da478d4d15,Jayant Malhotra,3361066286@okybl,Anika Savant,8734053474@oksbi,1953.33,FAILED,1,14,12,6,2024
d7aebfcb-74ed-41f5-9bf7-756979a91b5b,Adira Raj,1706789036@okhdfcbank,Vardaniya Dhaliwal,7314082973@okicici,8890.24,SUCCESS,0,0,11,6,2024
dbf62f00-a75b-43b0-8ce4-a8c588bed461,Kashvi Shukla,3848601952@okhdfcbank,Bhamini Bose,1813832770@okybl,1733.75,SUCCESS,0,17,20,6,2024
5a009535-6b32-4558-b11a-d0dfd45d3db6,Jhanvi Kadakia,7066732631@okicici,Hrishita Ganesan,1488430684@oksbi,6061.15,FAILED,1,21,8,6,2024
2e4c7c52-34da-4d70-ac88-b357e88bee2b,Kaira Dewan,1502390915@oksbi,Jayant Vasa,5680790159@okicici,7263.64,FAILED,1,15,10,6,2024
8090b8a3-37c2-41f9-b6e0-15144d94f53d,Raunak Mangal,8915275740@oksbi,Jhanvi Tella,7360540220@oksbi,2527.96,SUCCESS,0,8,15,6,2024
f2c47b46-11b5-42b7-ade3-476b2f46a311,Taran Das,8026231879@okicici,Uthkarsh Rana,4099465074@okicici,2046.96,FAILED,1,20,16,6,2024
57e1fbad-51f9-4508-aa38-707246329d69,Hunar Cheema,8315278756@okhdfcbank,Nirvi Vora,9432628820@okaxis,3288.57,FAILED,1,0,25,6,2024
a9cc560c-7f99-4f88-b04e-94c9bbf7a432,Kiara Chanda,4476337584@okhdfcbank,Madhav Khurana,0042833785@okicici,1445.75,SUCCESS,0,10,15,6,2024
d56d825d-f69f-41d3-9748-344086e1ede3,Reyansh Walla,3596774231@okicici,Elakshi Amble,9704171645@okhdfcbank,7812.75,SUCCESS,0,4,28,6,2024
7a926fe8-0133-41f7-ae23-c05e80eb5888,Drishya Korpal,4870019179@okybl,Khushi Kothari,8985072012@okicici,3163.95,SUCCESS,0,7,12,6,2024
0db9dbd4-5096-4399-aaaa-accae8404375,Manikya Reddy,1549363662@okicici,Ishita Chahal,8180305340@okicici,434.83,SUCCESS,0,1,29,6,2024
854d4d33-c003-4d85-bebe-36844e0360d6,Mahika Agarwal,7215712188@okicici,Hiran Anand,8537679017@okicici,6874.85,FAILED,1,17,30,6,2024
1f790b84-78cb-4f12-b86d-08d8aad45e1d,Alia Kapoor,5194148647@okybl,Krish Mander,5649748047@okhdfcbank,832.21,FAILED,1,15,2,7,2024
bcd8d3d8-2386-45bd-bcd6-e6fcc1a4d184,Mehul Seshadri,0696746336@okicici,Jayesh Dhingra,4958899985@okicici,9400.33,FAILED,1,11,16,6,2024
fa3151a9-ae21-4203-a85e-050c8c73d352,Saanvi Acharya,3696217497@oksbi,Jayesh Borde,7639639422@okicici,6632.77,FAILED,1,12,18,6,2024
11556abb-72f2-4ad0-bf8f-9c7ddbe86a41,Bhamini Garg,0543096709@oksbi,Divyansh Sastry,2106573656@oksbi,4167.41,SUCCESS,0,21,23,6,2024
8151c72b-44a9-499c-a148-13a9336f8a32,Myra Bansal,1211629045@okaxis,Rati Boase,8884268107@okicici,2349.97,SUCCESS,0,15,12,6,2024
